Project,Stn,Date,Time,Meter,Reading,Grav_base,NAD27_UTM_,NAD27_UT_1,NAD83_UTM_,NAD83_UT_1,NGVD29,WGS84_LatD,WGS84_LonD,GPS_Class,Obs_grav,TC_0_53m,TC_53m_400,TC_400m_10,TC_10Km_16,TC_Density,Curv_C,Free_Air,SBA_200,SBA_205,SBA_210,SBA_215,SBA_220,SBA_225,SBA_230,SBA_235,SBA_240,SBA_245,SBA_250,SBA_255,SBA_260,SBA_265,SBA_267,SBA_270,CBA_200,CBA_205,CBA_210,CBA_215,CBA_220,CBA_225,CBA_230,CBA_235,CBA_240,CBA_245,CBA_250,CBA_255,CBA_260,CBA_265,CBA_267,CBA_270,X,Y
PG,"198",17-Mar,12:59:06,G546,3305.320000000000164,"1000",325070.859999999986030,4387433.219999999739230,324990.520000000018626,4387633.080000000074506,1381.195999999999913,39.620595989999998,-119.038946699999997,PP,979707.910999999963678,0.000000000000000,0.008000000000000,0.146000000000000,-0.019000000000000,"1",-0.505000000000000,-1.226000000000000,-116.989999999999995,-119.890000000000001,-122.780000000000001,-125.680000000000007,-128.569999999999993,-131.469999999999999,-134.360000000000014,-137.250000000000000,-140.150000000000006,-143.039999999999992,-145.939999999999998,-148.830000000000013,-151.729999999999990,-154.620000000000005,-155.780000000000001,-157.509999999999991,-117.730000000000004,-120.650000000000006,-123.560000000000002,-126.469999999999999,-129.389999999999986,-132.300000000000011,-135.210000000000008,-138.120000000000005,-141.039999999999992,-143.949999999999989,-146.860000000000014,-149.770000000000010,-152.689999999999998,-155.599999999999994,-156.759999999999991,-158.509999999999991,324990.520,4387633.080
PG,"999198",18-Mar,8:27:16,G546,3305.639999999999873,"1000",324972.539999999979045,4387434.230000000447035,324892.200000000011642,4387634.089999999850988,1376.836999999999989,39.620584989999998,-119.040091799999999,PP,979708.184000000008382,0.000000000000000,0.009000000000000,0.146000000000000,-0.021000000000000,"1",-0.504000000000000,-2.297000000000000,-117.700000000000003,-120.590000000000003,-123.469999999999999,-126.359999999999999,-129.240000000000009,-132.129999999999995,-135.009999999999991,-137.900000000000006,-140.780000000000001,-143.669999999999987,-146.550000000000011,-149.439999999999998,-152.319999999999993,-155.210000000000008,-156.360000000000014,-158.090000000000003,-118.439999999999998,-121.340000000000003,-124.250000000000000,-127.150000000000006,-130.050000000000011,-132.960000000000008,-135.860000000000014,-138.770000000000010,-141.669999999999987,-144.569999999999993,-147.479999999999990,-150.379999999999995,-153.280000000000001,-156.189999999999998,-157.340000000000003,-159.090000000000003,324892.200,4387634.090
PG,"199",17-Mar,12:50:51,G546,3304.219999999999800,"1000",325376.750000000000000,4387424.240000000223517,325296.419999999983702,4387624.099999999627471,1399.667999999999893,39.620577619999999,-119.035382799999994,PP,979706.790999999968335,0.031000000000000,0.043000000000000,0.149000000000000,-0.009000000000000,"1",-0.508000000000000,3.351000000000000,-113.969999999999999,-116.900000000000006,-119.829999999999998,-122.760000000000005,-125.700000000000003,-128.629999999999995,-131.560000000000002,-134.500000000000000,-137.430000000000007,-140.360000000000014,-143.300000000000011,-146.229999999999990,-149.159999999999997,-152.090000000000003,-153.270000000000010,-155.030000000000001,-114.549999999999997,-117.500000000000000,-120.450000000000003,-123.400000000000006,-126.340000000000003,-129.289999999999992,-132.240000000000009,-135.189999999999998,-138.129999999999995,-141.080000000000013,-144.030000000000001,-146.979999999999990,-149.919999999999987,-152.870000000000005,-154.050000000000011,-155.819999999999993,325296.420,4387624.100
PG,"200",17-Mar,12:41:56,G546,3303.230000000000018,"1000",325706.760000000009313,4387388.059999999590218,325626.429999999993015,4387587.919999999925494,1416.173999999999978,39.620319070000001,-119.031530700000005,PP,979705.783000000054017,0.084000000000000,0.059000000000000,0.193000000000000,0.002000000000000,"1",-0.511000000000000,7.455000000000000,-111.250000000000000,-114.209999999999994,-117.180000000000007,-120.150000000000006,-123.120000000000005,-126.079999999999998,-129.050000000000011,-132.020000000000010,-134.990000000000009,-137.949999999999989,-140.919999999999987,-143.889999999999986,-146.860000000000014,-149.819999999999993,-151.009999999999991,-152.789999999999992,-111.590000000000003,-114.569999999999993,-117.540000000000006,-120.519999999999996,-123.500000000000000,-126.469999999999999,-129.449999999999989,-132.419999999999987,-135.400000000000006,-138.379999999999995,-141.349999999999994,-144.330000000000013,-147.310000000000002,-150.280000000000001,-151.469999999999999,-153.259999999999991,325626.430,4387587.920
PG,"201",17-Mar,12:23:16,G546,3301.750000000000000,"1000",326069.369999999995343,4387421.089999999850988,325989.039999999979045,4387620.950000000186265,1419.675999999999931,39.620690240000002,-119.027317300000007,PP,979704.275999999954365,0.139000000000000,0.139000000000000,0.234000000000000,0.004000000000000,"1",-0.512000000000000,6.997000000000000,-112.000000000000000,-114.969999999999999,-117.950000000000003,-120.920000000000002,-123.900000000000006,-126.870000000000005,-129.849999999999994,-132.819999999999993,-135.800000000000011,-138.770000000000010,-141.750000000000000,-144.719999999999999,-147.689999999999998,-150.669999999999987,-151.860000000000014,-153.639999999999986,-111.989999999999995,-114.959999999999994,-117.939999999999998,-120.909999999999997,-123.890000000000001,-126.859999999999999,-129.840000000000003,-132.810000000000002,-135.789999999999992,-138.759999999999991,-141.729999999999990,-144.710000000000008,-147.680000000000007,-150.659999999999997,-151.849999999999994,-153.629999999999995,325989.040,4387620.950
PG,"202",17-Mar,12:06:21,G546,3310.860000000000127,"1000",326520.510000000009313,4387316.700000000186265,326440.179999999993015,4387516.559999999590218,1362.961000000000013,39.619841809999997,-119.022036999999997,PP,979713.560000000055879,0.028000000000000,0.027000000000000,0.158000000000000,-0.032000000000000,"1",-0.502000000000000,-1.135000000000000,-115.379999999999995,-118.230000000000004,-121.090000000000003,-123.939999999999998,-126.799999999999997,-129.659999999999997,-132.509999999999991,-135.370000000000005,-138.219999999999999,-141.080000000000013,-143.939999999999998,-146.789999999999992,-149.650000000000006,-152.500000000000000,-153.650000000000006,-155.360000000000014,-116.019999999999996,-118.890000000000001,-121.760000000000005,-124.629999999999995,-127.500000000000000,-130.379999999999995,-133.250000000000000,-136.120000000000005,-138.990000000000009,-141.860000000000014,-144.740000000000009,-147.610000000000014,-150.479999999999990,-153.349999999999994,-154.500000000000000,-156.229999999999990,326440.180,4387516.560
PG,"203",17-Mar,11:54:36,G546,3312.820000000000164,"1000",326956.669999999983702,4387421.230000000447035,326876.340000000025611,4387621.089999999850988,1360.210000000000036,39.620871350000002,-119.016985800000000,PP,979715.557999999960884,0.029000000000000,0.027000000000000,0.168000000000000,-0.033000000000000,"1",-0.501000000000000,-0.077000000000000,-114.090000000000003,-116.939999999999998,-119.790000000000006,-122.640000000000001,-125.489999999999995,-128.340000000000003,-131.189999999999998,-134.039999999999992,-136.889999999999986,-139.740000000000009,-142.590000000000003,-145.439999999999998,-148.289999999999992,-151.139999999999986,-152.280000000000001,-153.990000000000009,-114.709999999999994,-117.569999999999993,-120.439999999999998,-123.299999999999997,-126.170000000000002,-129.039999999999992,-131.900000000000006,-134.770000000000010,-137.629999999999995,-140.500000000000000,-143.370000000000005,-146.229999999999990,-149.099999999999994,-151.960000000000008,-153.110000000000014,-154.830000000000013,326876.340,4387621.090
PG,"204",17-Mar,11:44:31,G546,3311.500000000000000,"1000",327205.109999999986030,4387346.990000000223517,327124.780000000027940,4387546.849999999627471,1359.150000000000091,39.620252989999997,-119.014073600000003,PP,979714.212000000057742,0.078000000000000,0.054000000000000,0.178000000000000,-0.034000000000000,"1",-0.501000000000000,-1.695000000000000,-115.620000000000005,-118.459999999999994,-121.310000000000002,-124.159999999999997,-127.010000000000005,-129.860000000000014,-132.699999999999989,-135.550000000000011,-138.400000000000006,-141.250000000000000,-144.099999999999994,-146.939999999999998,-149.789999999999992,-152.639999999999986,-153.780000000000001,-155.490000000000009,-116.069999999999993,-118.930000000000007,-121.790000000000006,-124.640000000000001,-127.500000000000000,-130.360000000000014,-133.219999999999999,-136.080000000000013,-138.939999999999998,-141.800000000000011,-144.659999999999997,-147.520000000000010,-150.379999999999995,-153.240000000000009,-154.379999999999995,-156.099999999999994,327124.780,4387546.850
PG,"205",17-Mar,11:33:31,G546,3313.320000000000164,"1000",327628.150000000023283,4387465.650000000372529,327547.820000000006985,4387665.509999999776483,1347.759999999999991,39.621406860000000,-119.009178800000001,PP,979716.065999999991618,0.028000000000000,0.105000000000000,0.208000000000000,-0.040000000000000,"1",-0.499000000000000,-3.456000000000000,-116.420000000000002,-119.250000000000000,-122.069999999999993,-124.890000000000001,-127.719999999999999,-130.539999999999992,-133.370000000000005,-136.189999999999998,-139.020000000000010,-141.840000000000003,-144.659999999999997,-147.490000000000009,-150.310000000000002,-153.139999999999986,-154.270000000000010,-155.960000000000008,-116.819999999999993,-119.650000000000006,-122.489999999999995,-125.319999999999993,-128.150000000000006,-130.990000000000009,-133.819999999999993,-136.659999999999997,-139.490000000000009,-142.330000000000013,-145.159999999999997,-147.990000000000009,-150.830000000000013,-153.659999999999997,-154.800000000000011,-156.500000000000000,327547.820,4387665.510
PG,"206",17-Mar,11:19:06,G546,3307.230000000000018,"1000",328037.559999999997672,4387336.339999999850988,327957.229999999981374,4387536.200000000186265,1363.523999999999887,39.620324719999999,-119.004378099999997,PP,979709.858000000007451,0.133000000000000,0.191000000000000,0.334000000000000,-0.033000000000000,"1",-0.502000000000000,-4.707000000000000,-118.989999999999995,-121.849999999999994,-124.709999999999994,-127.569999999999993,-130.419999999999987,-133.280000000000001,-136.139999999999986,-138.990000000000009,-141.849999999999994,-144.710000000000008,-147.569999999999993,-150.419999999999987,-153.280000000000001,-156.139999999999986,-157.280000000000001,-158.990000000000009,-118.750000000000000,-121.599999999999994,-124.450000000000003,-127.299999999999997,-130.150000000000006,-133.000000000000000,-135.849999999999994,-138.699999999999989,-141.560000000000002,-144.409999999999997,-147.259999999999991,-150.110000000000014,-152.960000000000008,-155.810000000000002,-156.949999999999989,-158.659999999999997,327957.230,4387536.200
PG,"207",13-Mar,12:07:16,G233,3210.530000000000200,"2000",318453.289999999979045,4387014.849999999627471,318372.929999999993015,4387214.709999999962747,1230.487000000000080,39.615450989999999,-119.115881500000000,PP,979730.569999999948777,0.000000000000000,0.001000000000000,0.040000000000000,-0.017000000000000,"1",-0.475000000000000,-24.588999999999999,-127.730000000000004,-130.300000000000011,-132.879999999999995,-135.460000000000008,-138.039999999999992,-140.620000000000005,-143.199999999999989,-145.770000000000010,-148.349999999999994,-150.930000000000007,-153.509999999999991,-156.090000000000003,-158.669999999999987,-161.240000000000009,-162.280000000000001,-163.819999999999993,-128.629999999999995,-131.229999999999990,-133.830000000000013,-136.430000000000007,-139.030000000000001,-141.629999999999995,-144.229999999999990,-146.830000000000013,-149.430000000000007,-152.030000000000001,-154.639999999999986,-157.240000000000009,-159.840000000000003,-162.439999999999998,-163.479999999999990,-165.039999999999992,318372.930,4387214.710
PG,"208",13-Mar,11:55:16,G233,3212.469999999999800,"2000",319346.460000000020955,4387007.599999999627471,319266.099999999976717,4387207.459999999962747,1229.469000000000051,39.615574670000001,-119.105480999999997,PP,979732.611999999964610,0.000000000000000,0.001000000000000,0.049000000000000,-0.021000000000000,"1",-0.474000000000000,-22.873000000000001,-125.920000000000002,-128.500000000000000,-131.080000000000013,-133.650000000000006,-136.229999999999990,-138.810000000000002,-141.379999999999995,-143.960000000000008,-146.530000000000001,-149.110000000000014,-151.689999999999998,-154.259999999999991,-156.840000000000003,-159.419999999999987,-160.449999999999989,-161.990000000000009,-126.819999999999993,-129.409999999999997,-132.009999999999991,-134.610000000000014,-137.210000000000008,-139.810000000000002,-142.409999999999997,-145.009999999999991,-147.599999999999994,-150.199999999999989,-152.800000000000011,-155.400000000000006,-158.000000000000000,-160.599999999999994,-161.639999999999986,-163.189999999999998,319266.100,4387207.460
PG,"209",13-Mar,11:42:31,G233,3215.090000000000146,"2000",320111.809999999997672,4387085.900000000372529,320031.460000000020955,4387285.759999999776483,1229.894000000000005,39.616440859999997,-119.096591900000007,PP,979735.371999999973923,0.000000000000000,0.001000000000000,0.069000000000000,-0.025000000000000,"1",-0.475000000000000,-20.059999999999999,-123.150000000000006,-125.719999999999999,-128.300000000000011,-130.879999999999995,-133.460000000000008,-136.030000000000001,-138.610000000000014,-141.189999999999998,-143.759999999999991,-146.340000000000003,-148.919999999999987,-151.500000000000000,-154.069999999999993,-156.650000000000006,-157.680000000000007,-159.229999999999990,-124.010000000000005,-126.599999999999994,-129.199999999999989,-131.800000000000011,-134.400000000000006,-137.000000000000000,-139.599999999999994,-142.199999999999989,-144.800000000000011,-147.389999999999986,-149.990000000000009,-152.590000000000003,-155.189999999999998,-157.789999999999992,-158.830000000000013,-160.389999999999986,320031.460,4387285.760
PG,"210",13-Mar,11:26:01,G233,3211.360000000000127,"2000",320917.729999999981374,4387004.389999999664724,320837.380000000004657,4387204.250000000000000,1245.355000000000018,39.615875860000003,-119.087187000000000,PP,979731.427999999956228,0.003000000000000,0.019000000000000,0.109000000000000,-0.032000000000000,"1",-0.478000000000000,-19.183000000000000,-123.569999999999993,-126.180000000000007,-128.780000000000001,-131.389999999999986,-134.000000000000000,-136.610000000000014,-139.219999999999999,-141.830000000000013,-144.439999999999998,-147.050000000000011,-149.659999999999997,-152.270000000000010,-154.879999999999995,-157.490000000000009,-158.530000000000001,-160.099999999999994,-124.319999999999993,-126.950000000000003,-129.580000000000013,-132.210000000000008,-134.840000000000003,-137.469999999999999,-140.099999999999994,-142.719999999999999,-145.349999999999994,-147.979999999999990,-150.610000000000014,-153.240000000000009,-155.870000000000005,-158.490000000000009,-159.550000000000011,-161.120000000000005,320837.380,4387204.250
PG,"211",13-Mar,10:59:41,G233,3205.309999999999945,"2000",321640.359999999986030,4387063.040000000037253,321560.010000000009313,4387262.900000000372529,1271.890000000000100,39.616554850000000,-119.078789599999993,PP,979725.033000000054017,0.022000000000000,0.046000000000000,0.143000000000000,-0.038000000000000,"1",-0.484000000000000,-17.456000000000000,-124.060000000000002,-126.730000000000004,-129.389999999999986,-132.060000000000002,-134.719999999999999,-137.389999999999986,-140.050000000000011,-142.719999999999999,-145.379999999999995,-148.050000000000011,-150.710000000000008,-153.379999999999995,-156.039999999999992,-158.710000000000008,-159.780000000000001,-161.379999999999995,-124.680000000000007,-127.359999999999999,-130.050000000000011,-132.729999999999990,-135.409999999999997,-138.090000000000003,-140.770000000000010,-143.449999999999989,-146.129999999999995,-148.810000000000002,-151.490000000000009,-154.169999999999987,-156.849999999999994,-159.530000000000001,-160.610000000000014,-162.210000000000008,321560.010,4387262.900
PG,"212",13-Mar,10:42:21,G233,3191.000000000000000,"2000",322112.619999999995343,4386957.870000000111759,322032.270000000018626,4387157.730000000447035,1334.715999999999894,39.615706029999998,-119.073262900000003,PP,979709.923999999999069,0.000000000000000,0.024000000000000,0.138000000000000,-0.031000000000000,"1",-0.496000000000000,-13.113000000000000,-124.989999999999995,-127.780000000000001,-130.580000000000013,-133.379999999999995,-136.169999999999987,-138.969999999999999,-141.770000000000010,-144.560000000000002,-147.360000000000014,-150.159999999999997,-152.949999999999989,-155.750000000000000,-158.550000000000011,-161.340000000000003,-162.460000000000008,-164.139999999999986,-125.719999999999999,-128.530000000000001,-131.349999999999994,-134.159999999999997,-136.979999999999990,-139.789999999999992,-142.610000000000014,-145.419999999999987,-148.240000000000009,-151.050000000000011,-153.870000000000005,-156.680000000000007,-159.500000000000000,-162.310000000000002,-163.439999999999998,-165.129999999999995,322032.270,4387157.730
PG,"213",13-Mar,10:24:36,G233,3187.630000000000109,"2000",322538.640000000013970,4386982.219999999739230,322458.299999999988358,4387182.080000000074506,1347.873000000000047,39.616013719999998,-119.068309600000006,PP,979706.363000000012107,0.043000000000000,0.051000000000000,0.128000000000000,-0.028000000000000,"1",-0.499000000000000,-12.646000000000001,-125.620000000000005,-128.449999999999989,-131.270000000000010,-134.090000000000003,-136.919999999999987,-139.740000000000009,-142.569999999999993,-145.389999999999986,-148.219999999999999,-151.039999999999992,-153.870000000000005,-156.689999999999998,-159.509999999999991,-162.340000000000003,-163.469999999999999,-165.159999999999997,-126.230000000000004,-129.069999999999993,-131.909999999999997,-134.750000000000000,-137.590000000000003,-140.430000000000007,-143.270000000000010,-146.110000000000014,-148.949999999999989,-151.789999999999992,-154.629999999999995,-157.469999999999999,-160.310000000000002,-163.150000000000006,-164.280000000000001,-165.990000000000009,322458.300,4387182.080
